hp,dp,ap,offH,offD,offA,pnlH,pnlD,pnlA,worstPnl,riskRatio,riskLabel,concLabel
0.3100,0.3400,0.3500,2.968,2.706,2.629,800000,800000,800000,800000,0.9200,good,balanced
0.3100,0.3500,0.3400,2.968,2.629,2.706,800000,800000,800000,800000,0.9200,good,balanced
0.3100,0.3600,0.3300,2.968,2.556,2.788,800000,800000,800000,800000,0.9200,max,balanced
0.3100,0.3700,0.3200,2.968,2.486,2.875,800000,800000,800000,800000,0.9200,max,balanced
0.3100,0.3800,0.3100,2.968,2.421,2.968,800000,800000,800000,800000,0.9200,max,balanced
0.3100,0.3900,0.3000,2.968,2.359,3.067,800000,800000,800000,800000,0.9200,max,balanced
0.3100,0.4000,0.2900,2.968,2.300,3.172,800000,800000,800000,800000,0.9200,good,balanced
0.3100,0.4100,0.2800,2.968,2.244,3.286,800000,800000,800000,800000,0.9200,good,balanced
0.3100,0.4200,0.2700,2.968,2.190,3.407,800000,800000,800000,800000,0.9200,max,balanced
0.3100,0.4300,0.2600,2.968,2.140,3.538,800000,800000,800000,800000,0.9200,good,balanced
0.3100,0.4400,0.2500,2.968,2.091,3.680,800000,800000,800000,800000,0.9200,max,balanced
0.3100,0.4500,0.2400,2.968,2.044,3.833,800000,800000,800000,800000,0.9200,max,balanced
0.3100,0.4600,0.2300,2.968,2.000,4.000,800000,800000,800000,800000,0.9200,max,balanced
0.3100,0.4700,0.2200,2.968,1.957,4.182,800000,800000,800000,800000,0.9200,max,balanced
0.3100,0.4800,0.2100,2.968,1.917,4.381,800000,800000,800000,800000,0.9200,max,balanced
0.3100,0.4900,0.2000,2.968,1.878,4.600,800000,800000,800000,800000,0.9200,max,balanced
0.3100,0.5000,0.1900,2.968,1.840,4.842,800000,800000,800000,800000,0.9200,max,moderate
0.3100,0.5100,0.1800,2.968,1.804,5.111,800000,800000,800000,800000,0.9200,max,moderate
0.3100,0.5200,0.1700,2.968,1.769,5.412,800000,800000,800000,800000,0.9200,max,moderate
0.3100,0.5300,0.1600,2.968,1.736,5.750,800000,800000,800000,800000,0.9200,max,moderate
0.3100,0.5400,0.1500,2.968,1.704,6.133,800000,800000,800000,800000,0.9200,max,moderate
0.3100,0.5500,0.1400,2.968,1.673,6.571,800000,800000,800000,800000,0.9200,good,moderate
0.3100,0.5600,0.1300,2.968,1.643,7.077,800000,800000,800000,800000,0.9200,good,moderate
0.3100,0.5700,0.1200,2.968,1.614,7.667,800000,800000,800000,800000,0.9200,max,moderate
0.3100,0.5800,0.1100,2.968,1.586,8.364,800000,800000,800000,800000,0.9200,good,moderate
0.3100,0.5900,0.1000,2.968,1.559,9.200,800000,800000,800000,800000,0.9200,max,moderate
0.3100,0.6000,0.0900,2.968,1.533,10.222,800000,800000,800000,800000,0.9200,max,moderate
0.3100,0.6100,0.0800,2.968,1.508,11.500,800000,800000,800000,800000,0.9200,max,moderate
0.3100,0.6200,0.0700,2.968,1.484,13.143,800000,800000,800000,800000,0.9200,good,moderate
0.3100,0.6300,0.0600,2.968,1.460,15.333,800000,800000,800000,800000,0.9200,max,moderate
0.3100,0.6400,0.0500,2.968,1.438,18.400,800000,800000,800000,800000,0.9200,max,moderate
0.3100,0.6500,0.0400,2.968,1.415,23.000,800000,800000,800000,800000,0.9200,max,moderate
0.3100,0.6600,0.0300,2.968,1.394,30.667,800000,800000,800000,800000,0.9200,max,moderate
0.3100,0.6700,0.0200,2.968,1.373,46.000,800000,800000,800000,800000,0.9200,max,moderate
0.3100,0.6800,0.0100,2.968,1.353,92.000,800000,800000,800000,800000,0.9200,max,moderate
0.3100,0.6900,0.0000,2.968,1.333,999.000,800000,800000,10000000,800000,0.9200,max,moderate
0.3200,0.0000,0.6800,2.875,999.000,1.353,800000,10000000,800000,800000,0.9200,max,moderate
0.3200,0.0100,0.6700,2.875,92.000,1.373,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.0200,0.6600,2.875,46.000,1.394,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.0300,0.6500,2.875,30.667,1.415,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.0400,0.6400,2.875,23.000,1.438,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.0500,0.6300,2.875,18.400,1.460,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.0600,0.6200,2.875,15.333,1.484,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.0700,0.6100,2.875,13.143,1.508,800000,800000,800000,800000,0.9200,good,moderate
0.3200,0.0800,0.6000,2.875,11.500,1.533,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.0900,0.5900,2.875,10.222,1.559,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.1000,0.5800,2.875,9.200,1.586,800000,800000,800000,800000,0.9200,good,moderate
0.3200,0.1100,0.5700,2.875,8.364,1.614,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.1200,0.5600,2.875,7.667,1.643,800000,800000,800000,800000,0.9200,good,moderate
0.3200,0.1300,0.5500,2.875,7.077,1.673,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.1400,0.5400,2.875,6.571,1.704,800000,800000,800000,800000,0.9200,good,moderate
0.3200,0.1500,0.5300,2.875,6.133,1.736,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.1600,0.5200,2.875,5.750,1.769,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.1700,0.5100,2.875,5.412,1.804,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.1800,0.5000,2.875,5.111,1.840,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.1900,0.4900,2.875,4.842,1.878,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.2000,0.4800,2.875,4.600,1.917,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.2100,0.4700,2.875,4.381,1.957,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.2200,0.4600,2.875,4.182,2.000,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.2300,0.4500,2.875,4.000,2.044,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.2400,0.4400,2.875,3.833,2.091,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.2500,0.4300,2.875,3.680,2.140,800000,800000,800000,800000,0.9200,good,balanced
0.3200,0.2600,0.4200,2.875,3.538,2.190,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.2700,0.4100,2.875,3.407,2.244,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.2800,0.4000,2.875,3.286,2.300,800000,800000,800000,800000,0.9200,good,balanced
0.3200,0.2900,0.3900,2.875,3.172,2.359,800000,800000,800000,800000,0.9200,good,balanced
0.3200,0.3000,0.3800,2.875,3.067,2.421,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.3100,0.3700,2.875,2.968,2.486,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.3200,0.3600,2.875,2.875,2.556,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.3300,0.3500,2.875,2.788,2.629,800000,800000,800000,800000,0.9200,good,balanced
0.3200,0.3400,0.3400,2.875,2.706,2.706,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.3500,0.3300,2.875,2.629,2.788,800000,800000,800000,800000,0.9200,good,balanced
0.3200,0.3600,0.3200,2.875,2.556,2.875,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.3700,0.3100,2.875,2.486,2.968,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.3800,0.3000,2.875,2.421,3.067,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.3900,0.2900,2.875,2.359,3.172,800000,800000,800000,800000,0.9200,good,balanced
0.3200,0.4000,0.2800,2.875,2.300,3.286,800000,800000,800000,800000,0.9200,good,balanced
0.3200,0.4100,0.2700,2.875,2.244,3.407,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.4200,0.2600,2.875,2.190,3.538,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.4300,0.2500,2.875,2.140,3.680,800000,800000,800000,800000,0.9200,good,balanced
0.3200,0.4400,0.2400,2.875,2.091,3.833,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.4500,0.2300,2.875,2.044,4.000,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.4600,0.2200,2.875,2.000,4.182,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.4700,0.2100,2.875,1.957,4.381,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.4800,0.2000,2.875,1.917,4.600,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.4900,0.1900,2.875,1.878,4.842,800000,800000,800000,800000,0.9200,max,balanced
0.3200,0.5000,0.1800,2.875,1.840,5.111,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.5100,0.1700,2.875,1.804,5.412,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.5200,0.1600,2.875,1.769,5.750,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.5300,0.1500,2.875,1.736,6.133,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.5400,0.1400,2.875,1.704,6.571,800000,800000,800000,800000,0.9200,good,moderate
0.3200,0.5500,0.1300,2.875,1.673,7.077,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.5600,0.1200,2.875,1.643,7.667,800000,800000,800000,800000,0.9200,good,moderate
0.3200,0.5700,0.1100,2.875,1.614,8.364,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.5800,0.1000,2.875,1.586,9.200,800000,800000,800000,800000,0.9200,good,moderate
0.3200,0.5900,0.0900,2.875,1.559,10.222,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.6000,0.0800,2.875,1.533,11.500,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.6100,0.0700,2.875,1.508,13.143,800000,800000,800000,800000,0.9200,good,moderate
0.3200,0.6200,0.0600,2.875,1.484,15.333,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.6300,0.0500,2.875,1.460,18.400,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.6400,0.0400,2.875,1.438,23.000,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.6500,0.0300,2.875,1.415,30.667,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.6600,0.0200,2.875,1.394,46.000,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.6700,0.0100,2.875,1.373,92.000,800000,800000,800000,800000,0.9200,max,moderate
0.3200,0.6800,0.0000,2.875,1.353,999.000,800000,800000,10000000,800000,0.9200,max,moderate
0.3300,0.0000,0.6700,2.788,999.000,1.373,800000,10000000,800000,800000,0.9200,max,moderate
0.3300,0.0100,0.6600,2.788,92.000,1.394,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.0200,0.6500,2.788,46.000,1.415,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.0300,0.6400,2.788,30.667,1.438,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.0400,0.6300,2.788,23.000,1.460,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.0500,0.6200,2.788,18.400,1.484,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.0600,0.6100,2.788,15.333,1.508,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.0700,0.6000,2.788,13.143,1.533,800000,800000,800000,800000,0.9200,good,moderate
0.3300,0.0800,0.5900,2.788,11.500,1.559,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.0900,0.5800,2.788,10.222,1.586,800000,800000,800000,800000,0.9200,good,moderate
0.3300,0.1000,0.5700,2.788,9.200,1.614,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.1100,0.5600,2.788,8.364,1.643,800000,800000,800000,800000,0.9200,good,moderate
0.3300,0.1200,0.5500,2.788,7.667,1.673,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.1300,0.5400,2.788,7.077,1.704,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.1400,0.5300,2.788,6.571,1.736,800000,800000,800000,800000,0.9200,good,moderate
0.3300,0.1500,0.5200,2.788,6.133,1.769,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.1600,0.5100,2.788,5.750,1.804,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.1700,0.5000,2.788,5.412,1.840,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.1800,0.4900,2.788,5.111,1.878,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.1900,0.4800,2.788,4.842,1.917,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.2000,0.4700,2.788,4.600,1.957,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.2100,0.4600,2.788,4.381,2.000,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.2200,0.4500,2.788,4.182,2.044,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.2300,0.4400,2.788,4.000,2.091,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.2400,0.4300,2.788,3.833,2.140,800000,800000,800000,800000,0.9200,good,balanced
0.3300,0.2500,0.4200,2.788,3.680,2.190,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.2600,0.4100,2.788,3.538,2.244,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.2700,0.4000,2.788,3.407,2.300,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.2800,0.3900,2.788,3.286,2.359,800000,800000,800000,800000,0.9200,good,balanced
0.3300,0.2900,0.3800,2.788,3.172,2.421,800000,800000,800000,800000,0.9200,good,balanced
0.3300,0.3000,0.3700,2.788,3.067,2.486,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.3100,0.3600,2.788,2.968,2.556,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.3200,0.3500,2.788,2.875,2.629,800000,800000,800000,800000,0.9200,good,balanced
0.3300,0.3300,0.3400,2.788,2.788,2.706,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.3400,0.3300,2.788,2.706,2.788,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.3500,0.3200,2.788,2.629,2.875,800000,800000,800000,800000,0.9200,good,balanced
0.3300,0.3600,0.3100,2.788,2.556,2.968,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.3700,0.3000,2.788,2.486,3.067,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.3800,0.2900,2.788,2.421,3.172,800000,800000,800000,800000,0.9200,good,balanced
0.3300,0.3900,0.2800,2.788,2.359,3.286,800000,800000,800000,800000,0.9200,good,balanced
0.3300,0.4000,0.2700,2.788,2.300,3.407,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.4100,0.2600,2.788,2.244,3.538,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.4200,0.2500,2.788,2.190,3.680,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.4300,0.2400,2.788,2.140,3.833,800000,800000,800000,800000,0.9200,good,balanced
0.3300,0.4400,0.2300,2.788,2.091,4.000,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.4500,0.2200,2.788,2.044,4.182,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.4600,0.2100,2.788,2.000,4.381,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.4700,0.2000,2.788,1.957,4.600,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.4800,0.1900,2.788,1.917,4.842,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.4900,0.1800,2.788,1.878,5.111,800000,800000,800000,800000,0.9200,max,balanced
0.3300,0.5000,0.1700,2.788,1.840,5.412,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.5100,0.1600,2.788,1.804,5.750,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.5200,0.1500,2.788,1.769,6.133,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.5300,0.1400,2.788,1.736,6.571,800000,800000,800000,800000,0.9200,good,moderate
0.3300,0.5400,0.1300,2.788,1.704,7.077,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.5500,0.1200,2.788,1.673,7.667,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.5600,0.1100,2.788,1.643,8.364,800000,800000,800000,800000,0.9200,good,moderate
0.3300,0.5700,0.1000,2.788,1.614,9.200,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.5800,0.0900,2.788,1.586,10.222,800000,800000,800000,800000,0.9200,good,moderate
0.3300,0.5900,0.0800,2.788,1.559,11.500,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.6000,0.0700,2.788,1.533,13.143,800000,800000,800000,800000,0.9200,good,moderate
0.3300,0.6100,0.0600,2.788,1.508,15.333,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.6200,0.0500,2.788,1.484,18.400,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.6300,0.0400,2.788,1.460,23.000,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.6400,0.0300,2.788,1.438,30.667,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.6500,0.0200,2.788,1.415,46.000,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.6600,0.0100,2.788,1.394,92.000,800000,800000,800000,800000,0.9200,max,moderate
0.3300,0.6700,0.0000,2.788,1.373,999.000,800000,800000,10000000,800000,0.9200,max,moderate
0.3400,0.0000,0.6600,2.706,999.000,1.394,800000,10000000,800000,800000,0.9200,max,moderate
0.3400,0.0100,0.6500,2.706,92.000,1.415,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.0200,0.6400,2.706,46.000,1.438,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.0300,0.6300,2.706,30.667,1.460,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.0400,0.6200,2.706,23.000,1.484,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.0500,0.6100,2.706,18.400,1.508,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.0600,0.6000,2.706,15.333,1.533,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.0700,0.5900,2.706,13.143,1.559,800000,800000,800000,800000,0.9200,good,moderate
0.3400,0.0800,0.5800,2.706,11.500,1.586,800000,800000,800000,800000,0.9200,good,moderate
0.3400,0.0900,0.5700,2.706,10.222,1.614,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.1000,0.5600,2.706,9.200,1.643,800000,800000,800000,800000,0.9200,good,moderate
0.3400,0.1100,0.5500,2.706,8.364,1.673,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.1200,0.5400,2.706,7.667,1.704,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.1300,0.5300,2.706,7.077,1.736,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.1400,0.5200,2.706,6.571,1.769,800000,800000,800000,800000,0.9200,good,moderate
0.3400,0.1500,0.5100,2.706,6.133,1.804,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.1600,0.5000,2.706,5.750,1.840,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.1700,0.4900,2.706,5.412,1.878,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.1800,0.4800,2.706,5.111,1.917,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.1900,0.4700,2.706,4.842,1.957,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.2000,0.4600,2.706,4.600,2.000,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.2100,0.4500,2.706,4.381,2.044,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.2200,0.4400,2.706,4.182,2.091,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.2300,0.4300,2.706,4.000,2.140,800000,800000,800000,800000,0.9200,good,balanced
0.3400,0.2400,0.4200,2.706,3.833,2.190,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.2500,0.4100,2.706,3.680,2.244,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.2600,0.4000,2.706,3.538,2.300,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.2700,0.3900,2.706,3.407,2.359,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.2800,0.3800,2.706,3.286,2.421,800000,800000,800000,800000,0.9200,good,balanced
0.3400,0.2900,0.3700,2.706,3.172,2.486,800000,800000,800000,800000,0.9200,good,balanced
0.3400,0.3000,0.3600,2.706,3.067,2.556,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.3100,0.3500,2.706,2.968,2.629,800000,800000,800000,800000,0.9200,good,balanced
0.3400,0.3200,0.3400,2.706,2.875,2.706,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.3300,0.3300,2.706,2.788,2.788,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.3400,0.3200,2.706,2.706,2.875,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.3500,0.3100,2.706,2.629,2.968,800000,800000,800000,800000,0.9200,good,balanced
0.3400,0.3600,0.3000,2.706,2.556,3.067,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.3700,0.2900,2.706,2.486,3.172,800000,800000,800000,800000,0.9200,good,balanced
0.3400,0.3800,0.2800,2.706,2.421,3.286,800000,800000,800000,800000,0.9200,good,balanced
0.3400,0.3900,0.2700,2.706,2.359,3.407,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.4000,0.2600,2.706,2.300,3.538,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.4100,0.2500,2.706,2.244,3.680,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.4200,0.2400,2.706,2.190,3.833,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.4300,0.2300,2.706,2.140,4.000,800000,800000,800000,800000,0.9200,good,balanced
0.3400,0.4400,0.2200,2.706,2.091,4.182,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.4500,0.2100,2.706,2.044,4.381,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.4600,0.2000,2.706,2.000,4.600,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.4700,0.1900,2.706,1.957,4.842,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.4800,0.1800,2.706,1.917,5.111,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.4900,0.1700,2.706,1.878,5.412,800000,800000,800000,800000,0.9200,max,balanced
0.3400,0.5000,0.1600,2.706,1.840,5.750,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.5100,0.1500,2.706,1.804,6.133,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.5200,0.1400,2.706,1.769,6.571,800000,800000,800000,800000,0.9200,good,moderate
0.3400,0.5300,0.1300,2.706,1.736,7.077,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.5400,0.1200,2.706,1.704,7.667,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.5500,0.1100,2.706,1.673,8.364,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.5600,0.1000,2.706,1.643,9.200,800000,800000,800000,800000,0.9200,good,moderate
0.3400,0.5700,0.0900,2.706,1.614,10.222,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.5800,0.0800,2.706,1.586,11.500,800000,800000,800000,800000,0.9200,good,moderate
0.3400,0.5900,0.0700,2.706,1.559,13.143,800000,800000,800000,800000,0.9200,good,moderate
0.3400,0.6000,0.0600,2.706,1.533,15.333,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.6100,0.0500,2.706,1.508,18.400,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.6200,0.0400,2.706,1.484,23.000,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.6300,0.0300,2.706,1.460,30.667,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.6400,0.0200,2.706,1.438,46.000,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.6500,0.0100,2.706,1.415,92.000,800000,800000,800000,800000,0.9200,max,moderate
0.3400,0.6600,0.0000,2.706,1.394,999.000,800000,800000,10000000,800000,0.9200,max,moderate
0.3500,0.0000,0.6500,2.629,999.000,1.415,800000,10000000,800000,800000,0.9200,good,moderate
0.3500,0.0100,0.6400,2.629,92.000,1.438,800000,800000,800000,800000,0.9200,good,moderate
0.3500,0.0200,0.6300,2.629,46.000,1.460,800000,800000,800000,800000,0.9200,good,moderate
0.3500,0.0300,0.6200,2.629,30.667,1.484,800000,800000,800000,800000,0.9200,good,moderate
0.3500,0.0400,0.6100,2.629,23.000,1.508,800000,800000,800000,800000,0.9200,good,moderate
0.3500,0.0500,0.6000,2.629,18.400,1.533,800000,800000,800000,800000,0.9200,good,moderate
0.3500,0.0600,0.5900,2.629,15.333,1.559,800000,800000,800000,800000,0.9200,good,moderate
0.3500,0.0700,0.5800,2.629,13.143,1.586,800000,800000,800000,800000,0.9200,good,moderate
0.3500,0.0800,0.5700,2.629,11.500,1.614,800000,800000,800000,800000,0.9200,good,moderate
0.3500,0.0900,0.5600,2.629,10.222,1.643,800000,800000,800000,800000,0.9200,good,moderate
0.3500,0.1000,0.5500,2.629,9.200,1.673,800000,800000,800000,800000,0.9200,good,moderate
0.3500,0.1100,0.5400,2.629,8.364,1.704,800000,800000,800000,800000,0.9200,good,moderate
0.3500,0.1200,0.5300,2.629,7.667,1.736,800000,800000,800000,800000,0.9200,good,moderate
0.3500,0.1300,0.5200,2.629,7.077,1.769,800000,800000,800000,800000,0.9200,good,moderate
0.3500,0.1400,0.5100,2.629,6.571,1.804,800000,800000,800000,800000,0.9200,good,moderate
0.3500,0.1500,0.5000,2.629,6.133,1.840,800000,800000,800000,800000,0.9200,good,moderate
0.3500,0.1600,0.4900,2.629,5.750,1.878,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.1700,0.4800,2.629,5.412,1.917,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.1800,0.4700,2.629,5.111,1.957,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.1900,0.4600,2.629,4.842,2.000,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.2000,0.4500,2.629,4.600,2.044,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.2100,0.4400,2.629,4.381,2.091,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.2200,0.4300,2.629,4.182,2.140,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.2300,0.4200,2.629,4.000,2.190,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.2400,0.4100,2.629,3.833,2.244,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.2500,0.4000,2.629,3.680,2.300,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.2600,0.3900,2.629,3.538,2.359,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.2700,0.3800,2.629,3.407,2.421,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.2800,0.3700,2.629,3.286,2.486,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.2900,0.3600,2.629,3.172,2.556,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.3000,0.3500,2.629,3.067,2.629,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.3100,0.3400,2.629,2.968,2.706,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.3200,0.3300,2.629,2.875,2.788,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.3300,0.3200,2.629,2.788,2.875,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.3400,0.3100,2.629,2.706,2.968,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.3500,0.3000,2.629,2.629,3.067,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.3600,0.2900,2.629,2.556,3.172,800000,800000,800000,800000,0.9200,good,balanced
0.3500,0.3700,0.2800,2.629,2.486,3.286,800000,800000,800000,800000,0.9200,good,balanced
